datetime,articles_compound_sentiment,articles_positive_sentiment,articles_neutral_sentiment,articles_negative_sentiment,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment
2017-10-02,,,,,0.1478125,0.091875,0.840125,0.068
2017-10-03,,,,,,,,
2017-10-04,,,,,,,,
2017-10-05,,,,,,,,
2017-10-06,,,,,,,,
2017-10-07,,,,,,,,
2017-10-08,,,,,,,,
2017-10-09,,,,,,,,
2017-10-10,,,,,,,,
2017-10-11,,,,,,,,
2017-10-12,,,,,,,,
2017-10-13,,,,,,,,
2017-10-14,,,,,,,,
2017-10-15,,,,,,,,
2017-10-16,,,,,,,,
2017-10-17,,,,,,,,
2017-10-18,,,,,,,,
2017-10-19,,,,,,,,
2017-10-20,,,,,,,,
2017-10-21,,,,,,,,
2017-10-22,,,,,,,,
2017-10-23,,,,,,,,
2017-10-24,,,,,,,,
2017-10-25,,,,,,,,
2017-10-26,,,,,,,,
2017-10-27,,,,,,,,
2017-10-28,,,,,,,,
2017-10-29,,,,,,,,
2017-10-30,,,,,,,,
2017-10-31,,,,,,,,
2017-11-01,,,,,,,,
2017-11-02,,,,,,,,
2017-11-03,,,,,,,,
2017-11-04,,,,,,,,
2017-11-05,,,,,,,,
2017-11-06,,,,,,,,
2017-11-07,,,,,,,,
2017-11-08,,,,,0.46016,0.1557,0.7937000000000001,0.0506
2017-11-09,,,,,0.22257241379310347,0.10827586206896551,0.8356666666666667,0.05610344827586207
2017-11-10,,,,,0.39694769230769233,0.11938461538461538,0.8337692307692308,0.04681538461538462
2017-11-11,,,,,0.2784157894736842,0.12215789473684212,0.8064473684210526,0.07134210526315789
2017-11-12,,,,,,,,
2017-11-13,,,,,,,,
2017-11-14,,,,,,,,
2017-11-15,,,,,,,,
2017-11-16,,,,,,,,
2017-11-17,,,,,,,,
2017-11-18,,,,,,,,
2017-11-19,,,,,,,,
2017-11-20,,,,,,,,
2017-11-21,,,,,,,,
2017-11-22,,,,,,,,
2017-11-23,,,,,,,,
2017-11-24,,,,,,,,
2017-11-25,,,,,,,,
2017-11-26,,,,,,,,
2017-11-27,,,,,,,,
2017-11-28,,,,,,,,
2017-11-29,,,,,,,,
2017-11-30,,,,,,,,
2017-12-01,,,,,,,,
2017-12-02,,,,,,,,
2017-12-03,,,,,,,,
2017-12-04,,,,,,,,
2017-12-05,,,,,,,,
2017-12-06,,,,,,,,
2017-12-07,,,,,,,,
2017-12-08,,,,,,,,
2017-12-09,,,,,,,,
2017-12-10,,,,,,,,
2017-12-11,,,,,,,,
2017-12-12,,,,,,,,
2017-12-13,,,,,,,,
2017-12-14,,,,,,,,
2017-12-15,,,,,,,,
2017-12-16,,,,,,,,
2017-12-17,,,,,,,,
2017-12-18,,,,,,,,
2017-12-19,,,,,,,,
2017-12-20,,,,,0.3987063829787234,0.12006382978723404,0.832,0.04795744680851064
2017-12-21,,,,,0.24839056603773585,0.09901886792452831,0.8569622641509433,0.044018867924528304
2017-12-22,,,,,,,,
2017-12-23,,,,,,,,
2017-12-24,,,,,,,,
2017-12-25,,,,,,,,
2017-12-26,,,,,,,,
2017-12-27,,,,,,,,
2017-12-28,,,,,,,,
2017-12-29,,,,,,,,
2017-12-30,,,,,,,,
2017-12-31,,,,,,,,
2018-01-01,,,,,,,,
2018-01-02,,,,,,,,
2018-01-03,,,,,,,,
2018-01-04,,,,,,,,
2018-01-05,,,,,,,,
2018-01-06,,,,,,,,
2018-01-07,,,,,,,,
2018-01-08,,,,,,,,
2018-01-09,,,,,,,,
2018-01-10,,,,,,,,
2018-01-11,,,,,,,,
2018-01-12,,,,,,,,
2018-01-13,,,,,,,,
2018-01-14,,,,,,,,
2018-01-15,,,,,,,,
2018-01-16,,,,,,,,
2018-01-17,,,,,,,,
2018-01-18,,,,,,,,
2018-01-19,,,,,,,,
2018-01-20,,,,,,,,
2018-01-21,,,,,,,,
2018-01-22,,,,,,,,
2018-01-23,,,,,,,,
2018-01-24,,,,,,,,
2018-01-25,,,,,,,,
2018-01-26,,,,,,,,
2018-01-27,,,,,,,,
2018-01-28,,,,,,,,
2018-01-29,,,,,0.23904444444444445,0.10875555555555556,0.8228666666666667,0.06844444444444445
2018-01-30,,,,,0.2986034285714286,0.1222,0.8312685714285715,0.04654857142857143
2018-01-31,,,,,0.31503021582733814,0.1154388489208633,0.8402230215827338,0.04435971223021583
2018-02-01,,,,,,,,
2018-02-02,,,,,,,,
2018-02-03,,,,,,,,
2018-02-04,,,,,,,,
2018-02-05,,,,,,,,
2018-02-06,,,,,,,,
2018-02-07,,,,,,,,
2018-02-08,,,,,,,,
2018-02-09,,,,,,,,
2018-02-10,,,,,,,,
2018-02-11,,,,,,,,
2018-02-12,,,,,,,,
2018-02-13,,,,,,,,
2018-02-14,,,,,,,,
2018-02-15,,,,,,,,
2018-02-16,,,,,,,,
2018-02-17,,,,,,,,
2018-02-18,,,,,,,,
2018-02-19,,,,,,,,
2018-02-20,,,,,,,,
2018-02-21,,,,,,,,
2018-02-22,,,,,,,,
2018-02-23,,,,,,,,
2018-02-24,,,,,,,,
2018-02-25,,,,,,,,
2018-02-26,,,,,,,,
2018-02-27,,,,,,,,
2018-02-28,,,,,,,,
2018-03-01,,,,,,,,
2018-03-02,,,,,,,,
2018-03-03,,,,,,,,
2018-03-04,,,,,,,,
2018-03-05,,,,,,,,
2018-03-06,,,,,,,,
2018-03-07,,,,,,,,
2018-03-08,,,,,,,,
2018-03-09,,,,,,,,
2018-03-10,,,,,,,,
2018-03-11,,,,,,,,
2018-03-12,,,,,,,,
2018-03-13,,,,,,,,
2018-03-14,,,,,,,,
2018-03-15,,,,,,,,
2018-03-16,,,,,,,,
2018-03-17,,,,,,,,
2018-03-18,,,,,,,,
2018-03-19,,,,,,,,
2018-03-20,,,,,,,,
2018-03-21,,,,,,,,
2018-03-22,,,,,,,,
2018-03-23,,,,,,,,
2018-03-24,,,,,,,,
2018-03-25,,,,,,,,
2018-03-26,,,,,,,,
2018-03-27,,,,,,,,
2018-03-28,,,,,,,,
2018-03-29,,,,,,,,
2018-03-30,,,,,,,,
2018-03-31,,,,,0.22696666666666665,0.08066666666666666,0.8667777777777778,0.05255555555555556
2018-04-01,,,,,0.2569565217391304,0.108,0.8470000000000001,0.04495652173913044
2018-04-02,,,,,,,,
2018-04-03,,,,,,,,
2018-04-04,,,,,,,,
2018-04-05,,,,,,,,
2018-04-06,,,,,,,,
2018-04-07,,,,,,,,
2018-04-08,,,,,,,,
2018-04-09,,,,,,,,
2018-04-10,,,,,,,,
2018-04-11,,,,,,,,
2018-04-12,,,,,,,,
2018-04-13,,,,,,,,
2018-04-14,,,,,,,,
2018-04-15,,,,,,,,
2018-04-16,,,,,,,,
2018-04-17,,,,,,,,
2018-04-18,,,,,,,,
2018-04-19,,,,,,,,
2018-04-20,,,,,,,,
2018-04-21,,,,,,,,
2018-04-22,,,,,,,,
2018-04-23,,,,,,,,
2018-04-24,,,,,,,,
2018-04-25,,,,,,,,
2018-04-26,,,,,,,,
2018-04-27,,,,,,,,
2018-04-28,,,,,,,,
2018-04-29,,,,,,,,
2018-04-30,,,,,,,,
2018-05-01,,,,,,,,
2018-05-02,,,,,,,,
2018-05-03,,,,,,,,
2018-05-04,,,,,,,,
2018-05-05,,,,,,,,
2018-05-06,,,,,,,,
2018-05-07,,,,,,,,
2018-05-08,,,,,,,,
2018-05-09,,,,,,,,
2018-05-10,,,,,,,,
2018-05-11,,,,,,,,
2018-05-12,,,,,,,,
2018-05-13,,,,,,,,
2018-05-14,,,,,,,,
2018-05-15,,,,,,,,
2018-05-16,,,,,,,,
2018-05-17,,,,,0.10873620689655172,0.09353448275862068,0.8438275862068966,0.06270689655172414
2018-05-18,,,,,0.16814761904761905,0.09788095238095237,0.8371428571428571,0.065
2018-05-19,,,,,,,,
2018-05-20,,,,,,,,
2018-05-21,,,,,,,,
2018-05-22,,,,,,,,
2018-05-23,,,,,,,,
2018-05-24,,,,,,,,
2018-05-25,,,,,,,,
2018-05-26,,,,,,,,
2018-05-27,,,,,,,,
2018-05-28,,,,,,,,
2018-05-29,,,,,,,,
2018-05-30,,,,,,,,
2018-05-31,,,,,,,,
2018-06-01,,,,,,,,
2018-06-02,,,,,,,,
2018-06-03,,,,,,,,
2018-06-04,,,,,,,,
2018-06-05,,,,,,,,
2018-06-06,,,,,,,,
2018-06-07,,,,,,,,
2018-06-08,,,,,,,,
2018-06-09,,,,,,,,
2018-06-10,,,,,,,,
2018-06-11,,,,,,,,
2018-06-12,,,,,,,,
2018-06-13,,,,,,,,
2018-06-14,,,,,,,,
2018-06-15,,,,,,,,
2018-06-16,,,,,,,,
2018-06-17,,,,,,,,
2018-06-18,,,,,,,,
2018-06-19,,,,,,,,
2018-06-20,,,,,,,,
2018-06-21,,,,,,,,
2018-06-22,,,,,,,,
2018-06-23,,,,,,,,
2018-06-24,,,,,,,,
2018-06-25,,,,,,,,
2018-06-26,,,,,,,,
2018-06-27,,,,,,,,
2018-06-28,,,,,,,,
2018-06-29,,,,,,,,
2018-06-30,,,,,,,,
2018-07-01,,,,,,,,
2018-07-02,,,,,,,,
2018-07-03,,,,,0.23097638888888886,0.1244861111111111,0.8260555555555555,0.049527777777777775
2018-07-04,,,,,0.25686341463414636,0.11352845528455285,0.8273902439024391,0.0591219512195122
2018-07-05,,,,,-0.14931999999999998,0.088,0.8324,0.0796
2018-07-06,,,,,,,,
2018-07-07,,,,,,,,
2018-07-08,,,,,,,,
2018-07-09,,,,,,,,
2018-07-10,,,,,,,,
2018-07-11,,,,,,,,
2018-07-12,,,,,,,,
2018-07-13,,,,,,,,
2018-07-14,,,,,,,,
2018-07-15,,,,,,,,
2018-07-16,,,,,,,,
2018-07-17,,,,,,,,
2018-07-18,,,,,,,,
2018-07-19,,,,,,,,
2018-07-20,,,,,,,,
2018-07-21,,,,,,,,
2018-07-22,,,,,,,,
2018-07-23,,,,,,,,
2018-07-24,,,,,,,,
2018-07-25,,,,,,,,
2018-07-26,,,,,,,,
2018-07-27,,,,,,,,
2018-07-28,,,,,,,,
2018-07-29,,,,,,,,
2018-07-30,,,,,,,,
2018-07-31,,,,,,,,
2018-08-01,,,,,,,,
2018-08-02,,,,,,,,
2018-08-03,,,,,,,,
2018-08-04,,,,,,,,
2018-08-05,,,,,,,,
2018-08-06,,,,,,,,
2018-08-07,,,,,,,,
2018-08-08,,,,,,,,
2018-08-09,,,,,,,,
2018-08-10,,,,,,,,
2018-08-11,,,,,,,,
2018-08-12,,,,,,,,
2018-08-13,,,,,,,,
2018-08-14,,,,,,,,
2018-08-15,,,,,,,,
2018-08-16,,,,,,,,
2018-08-17,,,,,,,,
2018-08-18,,,,,,,,
2018-08-19,,,,,,,,
2018-08-20,,,,,0.27534835164835164,0.11082417582417581,0.8291538461538462,0.060043956043956036
2018-08-21,,,,,0.23393333333333333,0.10155555555555557,0.8452222222222222,0.05311111111111111
2018-08-22,,,,,,,,
2018-08-23,,,,,,,,
2018-08-24,,,,,,,,
2018-08-25,,,,,,,,
2018-08-26,,,,,,,,
2018-08-27,,,,,,,,
2018-08-28,,,,,,,,
2018-08-29,,,,,,,,
2018-08-30,,,,,,,,
2018-08-31,,,,,,,,
2018-09-01,,,,,,,,
2018-09-02,,,,,,,,
2018-09-03,,,,,,,,
2018-09-04,,,,,,,,
2018-09-05,,,,,,,,
2018-09-06,,,,,,,,
2018-09-07,,,,,,,,
2018-09-08,,,,,,,,
2018-09-09,,,,,,,,
2018-09-10,,,,,,,,
2018-09-11,,,,,,,,
2018-09-12,,,,,,,,
2018-09-13,,,,,,,,
2018-09-14,,,,,,,,
2018-09-15,,,,,,,,
2018-09-16,,,,,,,,
2018-09-17,,,,,,,,
2018-09-18,,,,,,,,
2018-09-19,,,,,,,,
2018-09-20,,,,,,,,
2018-09-21,,,,,,,,
2018-09-22,,,,,,,,
2018-09-23,,,,,,,,
2018-09-24,,,,,,,,
2018-09-25,,,,,,,,
2018-09-26,,,,,,,,
2018-09-27,,,,,,,,
2018-09-28,,,,,,,,
2018-09-29,,,,,,,,
2018-09-30,,,,,,,,
2018-10-01,,,,,,,,
2018-10-02,,,,,,,,
2018-10-03,,,,,,,,
2018-10-04,,,,,,,,
2018-10-05,,,,,,,,
2018-10-06,,,,,0.14078148148148148,0.11420987654320987,0.8259135802469136,0.05987654320987654
2018-10-07,,,,,0.3385398843930636,0.13113872832369944,0.821335260115607,0.0475664739884393
2018-10-08,,,,,0.18911739130434785,0.10378260869565217,0.8547608695652175,0.04141304347826087
2018-10-09,,,,,,,,
2018-10-10,,,,,,,,
2018-10-11,,,,,,,,
2018-10-12,,,,,,,,
2018-10-13,,,,,,,,
2018-10-14,,,,,,,,
2018-10-15,,,,,,,,
2018-10-16,,,,,,,,
2018-10-17,,,,,,,,
2018-10-18,,,,,,,,
2018-10-19,,,,,,,,
2018-10-20,,,,,,,,
2018-10-21,,,,,,,,
2018-10-22,,,,,,,,
2018-10-23,,,,,,,,
2018-10-24,,,,,,,,
2018-10-25,,,,,,,,
2018-10-26,,,,,,,,
2018-10-27,,,,,,,,
2018-10-28,,,,,,,,
2018-10-29,,,,,,,,
2018-10-30,,,,,,,,
2018-10-31,,,,,,,,
2018-11-01,,,,,,,,
2018-11-02,,,,,,,,
2018-11-03,,,,,,,,
2018-11-04,,,,,,,,
2018-11-05,,,,,,,,
2018-11-06,,,,,,,,
2018-11-07,,,,,,,,
2018-11-08,,,,,,,,
2018-11-09,,,,,,,,
2018-11-10,,,,,,,,
2018-11-11,,,,,,,,
2018-11-12,,,,,,,,
2018-11-13,,,,,,,,
2018-11-14,,,,,,,,
2018-11-15,,,,,,,,
2018-11-16,,,,,,,,
2018-11-17,,,,,,,,
2018-11-18,,,,,,,,
2018-11-19,,,,,,,,
2018-11-20,,,,,,,,
2018-11-21,,,,,,,,
2018-11-22,,,,,,,,
2018-11-23,,,,,,,,
2018-11-24,,,,,0.226937,0.10226,0.83673,0.06103
2018-11-25,,,,,,,,
2018-11-26,,,,,,,,
2018-11-27,,,,,,,,
2018-11-28,,,,,,,,
2018-11-29,,,,,,,,
2018-11-30,,,,,,,,
2018-12-01,,,,,,,,
2018-12-02,,,,,,,,
2018-12-03,,,,,,,,
2018-12-04,,,,,,,,
2018-12-05,,,,,,,,
2018-12-06,,,,,,,,
2018-12-07,,,,,,,,
2018-12-08,,,,,,,,
2018-12-09,,,,,,,,
2018-12-10,,,,,,,,
2018-12-11,,,,,,,,
2018-12-12,,,,,,,,
2018-12-13,,,,,,,,
2018-12-14,,,,,,,,
2018-12-15,,,,,,,,
2018-12-16,,,,,,,,
2018-12-17,,,,,,,,
2018-12-18,,,,,,,,
2018-12-19,,,,,,,,
2018-12-20,,,,,,,,
2018-12-21,,,,,,,,
2018-12-22,,,,,,,,
2018-12-23,,,,,,,,
2018-12-24,,,,,,,,
2018-12-25,,,,,,,,
2018-12-26,,,,,,,,
2018-12-27,,,,,,,,
2018-12-28,,,,,,,,
2018-12-29,,,,,,,,
2018-12-30,,,,,,,,
2018-12-31,,,,,,,,
2019-01-01,,,,,,,,
2019-01-02,,,,,,,,
2019-01-03,,,,,,,,
2019-01-04,,,,,,,,
2019-01-05,,,,,,,,
2019-01-06,,,,,,,,
2019-01-07,,,,,,,,
2019-01-08,,,,,,,,
2019-01-09,,,,,,,,
2019-01-10,,,,,0.2503314432989691,0.11671134020618557,0.8194329896907216,0.0639020618556701
2019-01-11,,,,,0.32048333333333334,0.1625,0.759,0.0785
2019-01-12,,,,,,,,
2019-01-13,,,,,,,,
2019-01-14,,,,,,,,
2019-01-15,,,,,,,,
2019-01-16,,,,,,,,
2019-01-17,,,,,,,,
2019-01-18,,,,,,,,
2019-01-19,,,,,,,,
2019-01-20,,,,,,,,
2019-01-21,,,,,,,,
2019-01-22,,,,,,,,
2019-01-23,,,,,,,,
2019-01-24,,,,,,,,
2019-01-25,,,,,,,,
2019-01-26,,,,,,,,
2019-01-27,,,,,,,,
2019-01-28,,,,,,,,
2019-01-29,,,,,,,,
2019-01-30,,,,,,,,
2019-01-31,,,,,,,,
2019-02-01,,,,,,,,
2019-02-02,,,,,,,,
2019-02-03,,,,,,,,
2019-02-04,,,,,,,,
2019-02-05,,,,,,,,
2019-02-06,,,,,,,,
2019-02-07,,,,,,,,
2019-02-08,,,,,,,,
2019-02-09,,,,,,,,
2019-02-10,,,,,,,,
2019-02-11,,,,,,,,
2019-02-12,,,,,,,,
2019-02-13,,,,,,,,
2019-02-14,,,,,,,,
2019-02-15,,,,,,,,
2019-02-16,,,,,,,,
2019-02-17,,,,,,,,
2019-02-18,,,,,,,,
2019-02-19,,,,,,,,
2019-02-20,,,,,,,,
2019-02-21,,,,,,,,
2019-02-22,,,,,,,,
2019-02-23,,,,,,,,
2019-02-24,,,,,,,,
2019-02-25,,,,,,,,
2019-02-26,,,,,0.20806923076923076,0.10881538461538462,0.8259846153846154,0.0652
2019-02-27,,,,,0.2568542857142857,0.11391428571428572,0.8384,0.04768571428571429
2019-02-28,,,,,,,,
2019-03-01,,,,,,,,
2019-03-02,,,,,,,,
2019-03-03,,,,,,,,
2019-03-04,,,,,,,,
2019-03-05,,,,,,,,
2019-03-06,,,,,,,,
2019-03-07,,,,,,,,
2019-03-08,,,,,,,,
2019-03-09,,,,,,,,
2019-03-10,,,,,,,,
2019-03-11,,,,,,,,
2019-03-12,,,,,,,,
2019-03-13,,,,,,,,
2019-03-14,,,,,,,,
2019-03-15,,,,,,,,
2019-03-16,,,,,,,,
2019-03-17,,,,,,,,
2019-03-18,,,,,,,,
2019-03-19,,,,,,,,
2019-03-20,,,,,,,,
2019-03-21,,,,,,,,
2019-03-22,,,,,,,,
2019-03-23,,,,,,,,
2019-03-24,,,,,,,,
2019-03-25,,,,,,,,
2019-03-26,,,,,,,,
2019-03-27,,,,,,,,
2019-03-28,,,,,,,,
2019-03-29,,,,,,,,
2019-03-30,,,,,,,,
2019-03-31,,,,,,,,
2019-04-01,,,,,,,,
2019-04-02,,,,,,,,
2019-04-03,,,,,,,,
2019-04-04,,,,,,,,
2019-04-05,,,,,,,,
2019-04-06,,,,,,,,
2019-04-07,,,,,,,,
2019-04-08,,,,,,,,
2019-04-09,,,,,,,,
2019-04-10,,,,,,,,
2019-04-11,,,,,,,,
2019-04-12,,,,,,,,
2019-04-13,,,,,,,,
2019-04-14,,,,,0.1839375,0.108875,0.81571875,0.07540625
2019-04-15,,,,,0.24121525423728812,0.10159322033898305,0.8493389830508474,0.04905084745762712
2019-04-16,,,,,0.29890263157894736,0.1055421052631579,0.8496368421052632,0.04484210526315789
2019-04-17,,,,,,,,
2019-04-18,,,,,,,,
2019-04-19,,,,,,,,
2019-04-20,,,,,,,,
2019-04-21,,,,,,,,
2019-04-22,,,,,,,,
2019-04-23,,,,,,,,
2019-04-24,,,,,,,,
2019-04-25,,,,,,,,
2019-04-26,,,,,,,,
2019-04-27,,,,,,,,
2019-04-28,,,,,,,,
2019-04-29,,,,,,,,
2019-04-30,,,,,,,,
2019-05-01,,,,,,,,
2019-05-02,,,,,,,,
2019-05-03,,,,,,,,
2019-05-04,,,,,,,,
2019-05-05,,,,,,,,
2019-05-06,,,,,,,,
2019-05-07,,,,,,,,
2019-05-08,,,,,,,,
2019-05-09,,,,,,,,
2019-05-10,,,,,,,,
2019-05-11,,,,,,,,
2019-05-12,,,,,,,,
2019-05-13,,,,,,,,
2019-05-14,,,,,,,,
2019-05-15,,,,,,,,
2019-05-16,,,,,,,,
2019-05-17,,,,,,,,
2019-05-18,,,,,,,,
2019-05-19,,,,,,,,
2019-05-20,,,,,,,,
2019-05-21,,,,,,,,
2019-05-22,,,,,,,,
2019-05-23,,,,,,,,
2019-05-24,,,,,,,,
2019-05-25,,,,,,,,
2019-05-26,,,,,,,,
2019-05-27,,,,,,,,
2019-05-28,,,,,,,,
2019-05-29,,,,,,,,
2019-05-30,,,,,,,,
2019-05-31,,,,,,,,
2019-06-01,,,,,,,,
2019-06-02,,,,,0.2149716049382716,0.11135802469135803,0.8366666666666667,0.05191358024691358
2019-06-03,,,,,0.4643894736842105,0.2161578947368421,0.7256842105263158,0.058210526315789476
2019-06-04,,,,,,,,
2019-06-05,,,,,,,,
2019-06-06,,,,,,,,
2019-06-07,,,,,,,,
2019-06-08,,,,,,,,
2019-06-09,,,,,,,,
2019-06-10,,,,,,,,
2019-06-11,,,,,,,,
2019-06-12,,,,,,,,
2019-06-13,,,,,,,,
2019-06-14,,,,,,,,
2019-06-15,,,,,,,,
2019-06-16,,,,,,,,
2019-06-17,,,,,,,,
2019-06-18,,,,,,,,
2019-06-19,,,,,,,,
2019-06-20,,,,,,,,
2019-06-21,,,,,,,,
2019-06-22,,,,,,,,
2019-06-23,,,,,,,,
2019-06-24,,,,,,,,
2019-06-25,,,,,,,,
2019-06-26,,,,,,,,
2019-06-27,,,,,,,,
2019-06-28,,,,,,,,
2019-06-29,,,,,,,,
2019-06-30,,,,,,,,
2019-07-01,,,,,,,,
2019-07-02,,,,,,,,
2019-07-03,,,,,,,,
2019-07-04,,,,,,,,
2019-07-05,,,,,,,,
2019-07-06,,,,,,,,
2019-07-07,,,,,,,,
2019-07-08,,,,,,,,
2019-07-09,,,,,,,,
2019-07-10,,,,,,,,
2019-07-11,,,,,,,,
2019-07-12,,,,,,,,
2019-07-13,,,,,,,,
2019-07-14,,,,,,,,
2019-07-15,,,,,,,,
2019-07-16,,,,,,,,
2019-07-17,,,,,,,,
2019-07-18,,,,,,,,
2019-07-19,,,,,,,,
2019-07-20,,,,,0.27151658291457287,0.10386934673366835,0.8372361809045227,0.0588391959798995
2019-07-21,,,,,,,,
2019-07-22,,,,,,,,
2019-07-23,,,,,,,,
2019-07-24,,,,,,,,
2019-07-25,,,,,,,,
2019-07-26,,,,,,,,
2019-07-27,,,,,,,,
2019-07-28,,,,,,,,
2019-07-29,,,,,,,,
2019-07-30,,,,,,,,
2019-07-31,,,,,,,,
2019-08-01,,,,,,,,
2019-08-02,,,,,,,,
2019-08-03,,,,,,,,
2019-08-04,,,,,,,,
2019-08-05,,,,,,,,
2019-08-06,,,,,,,,
2019-08-07,,,,,,,,
2019-08-08,,,,,,,,
2019-08-09,,,,,,,,
2019-08-10,,,,,,,,
2019-08-11,,,,,,,,
2019-08-12,,,,,,,,
2019-08-13,,,,,,,,
2019-08-14,,,,,,,,
2019-08-15,,,,,,,,
2019-08-16,,,,,,,,
2019-08-17,,,,,,,,
2019-08-18,,,,,,,,
2019-08-19,,,,,,,,
2019-08-20,,,,,,,,
2019-08-21,,,,,,,,
2019-08-22,,,,,,,,
2019-08-23,,,,,,,,
2019-08-24,,,,,,,,
2019-08-25,,,,,,,,
2019-08-26,,,,,,,,
2019-08-27,,,,,,,,
2019-08-28,,,,,,,,
2019-08-29,,,,,,,,
2019-08-30,,,,,,,,
2019-08-31,,,,,,,,
2019-09-01,,,,,,,,
2019-09-02,,,,,,,,
2019-09-03,,,,,,,,
2019-09-04,,,,,,,,
2019-09-05,,,,,,,,
2019-09-06,,,,,,,,
2019-09-07,,,,,,,,
2019-09-08,,,,,,,,
2019-09-09,,,,,,,,
2019-09-10,,,,,,,,
2019-09-11,,,,,,,,
2019-09-12,,,,,,,,
2019-09-13,,,,,,,,
2019-09-14,,,,,,,,
2019-09-15,,,,,,,,
2019-09-16,,,,,,,,
2019-09-17,,,,,,,,
2019-09-18,,,,,,,,
2019-09-19,,,,,,,,
2019-09-20,,,,,,,,
2019-09-21,,,,,,,,
2019-09-22,,,,,,,,
2019-09-23,,,,,,,,
2019-09-24,,,,,,,,
2019-09-25,,,,,,,,
2019-09-26,,,,,,,,
2019-09-27,,,,,,,,
2019-09-28,,,,,,,,
2019-09-29,,,,,,,,
2019-09-30,,,,,,,,
2019-10-01,,,,,,,,
2019-10-02,,,,,,,,
2019-10-03,,,,,,,,
2019-10-04,,,,,,,,
2019-10-05,,,,,,,,
2019-10-06,,,,,,,,
2019-10-07,,,,,,,,
2019-10-08,,,,,,,,
2019-10-09,,,,,,,,
2019-10-10,,,,,,,,
2019-10-11,,,,,,,,
2019-10-12,,,,,,,,
2019-10-13,,,,,,,,
2019-10-14,,,,,,,,
2019-10-15,,,,,,,,
2019-10-16,,,,,,,,
2019-10-17,,,,,,,,
2019-10-18,,,,,,,,
2019-10-19,,,,,,,,
2019-10-20,,,,,,,,
2019-10-21,,,,,,,,
2019-10-22,,,,,0.21038235294117646,0.10472549019607844,0.8402156862745098,0.055058823529411764
2019-10-23,,,,,0.32663489932885903,0.1103758389261745,0.8388590604026845,0.05080536912751678
2019-10-24,,,,,,,,
2019-10-25,,,,,,,,
2019-10-26,,,,,,,,
2019-10-27,,,,,,,,
2019-10-28,,,,,,,,
2019-10-29,,,,,,,,
2019-10-30,,,,,,,,
2019-10-31,,,,,,,,
2019-11-01,,,,,,,,
2019-11-02,,,,,,,,
2019-11-03,,,,,,,,
2019-11-04,,,,,,,,
2019-11-05,,,,,,,,
2019-11-06,,,,,,,,
2019-11-07,,,,,,,,
2019-11-08,,,,,,,,
2019-11-09,,,,,,,,
2019-11-10,,,,,,,,
2019-11-11,,,,,,,,
2019-11-12,,,,,,,,
2019-11-13,,,,,,,,
2019-11-14,,,,,,,,
2019-11-15,,,,,,,,
2019-11-16,,,,,,,,
2019-11-17,,,,,,,,
2019-11-18,,,,,,,,
2019-11-19,,,,,,,,
2019-11-20,,,,,,,,
2019-11-21,,,,,,,,
2019-11-22,,,,,,,,
2019-11-23,,,,,,,,
2019-11-24,,,,,,,,
2019-11-25,,,,,,,,
2019-11-26,,,,,,,,
2019-11-27,,,,,,,,
2019-11-28,,,,,,,,
2019-11-29,,,,,,,,
2019-11-30,,,,,,,,
2019-12-01,,,,,,,,
2019-12-02,,,,,,,,
2019-12-03,,,,,,,,
2019-12-04,,,,,,,,
2019-12-05,,,,,,,,
2019-12-06,,,,,,,,
2019-12-07,,,,,,,,
2019-12-08,,,,,,,,
2019-12-09,,,,,,,,
2019-12-10,,,,,,,,
2019-12-11,,,,,,,,
2019-12-12,,,,,,,,
2019-12-13,,,,,,,,
2019-12-14,,,,,,,,
2019-12-15,,,,,,,,
2019-12-16,,,,,,,,
2019-12-17,,,,,,,,
2019-12-18,,,,,,,,
2019-12-19,,,,,,,,
2019-12-20,,,,,,,,
2019-12-21,,,,,,,,
2019-12-22,,,,,,,,
2019-12-23,,,,,,,,
2019-12-24,,,,,,,,
2019-12-25,,,,,,,,
2019-12-26,,,,,,,,
2019-12-27,,,,,,,,
2019-12-28,,,,,,,,
2019-12-29,,,,,,,,
2019-12-30,,,,,,,,
2019-12-31,,,,,,,,
2020-01-01,,,,,,,,
2020-01-02,,,,,,,,
2020-01-03,,,,,,,,
2020-01-04,,,,,,,,
2020-01-05,,,,,,,,
2020-01-06,,,,,,,,
2020-01-07,,,,,,,,
2020-01-08,,,,,,,,
2020-01-09,,,,,,,,
2020-01-10,,,,,,,,
2020-01-11,,,,,,,,
2020-01-12,,,,,,,,
2020-01-13,,,,,,,,
2020-01-14,,,,,,,,
2020-01-15,,,,,,,,
2020-01-16,,,,,,,,
2020-01-17,,,,,,,,
2020-01-18,,,,,,,,
2020-01-19,,,,,,,,
2020-01-20,,,,,,,,
2020-01-21,,,,,,,,
2020-01-22,,,,,,,,
2020-01-23,,,,,,,,
2020-01-24,,,,,,,,
2020-01-25,,,,,,,,
2020-01-26,,,,,0.355504,0.11120000000000001,0.8391,0.049699999999999994
2020-01-27,,,,,,,,
2020-01-28,,,,,,,,
2020-01-29,,,,,,,,
2020-01-30,,,,,,,,
2020-01-31,,,,,,,,
2020-02-01,,,,,,,,
2020-02-02,,,,,,,,
2020-02-03,,,,,,,,
2020-02-04,,,,,,,,
2020-02-05,,,,,,,,
